produto;descrição;qut;precro_bruto;prateleira
145030019;RET SAIDA TAM TRAS CHANA BS10;0,;83,88;
1451019;RET SAIDA TRANSMISSAO ASIA HAFEI TOWNER JUNIOR EFF;0,;63,10;
1421877;RET SAIDA TRANSMISSAO GM OPALA 69 CHEVETTE A10 C10;18,;16,00;RET-6_A.1
142200167;RET SAIDA TRAS CAMBIO GM S10 TRAILBLAZER MTR 2.5 2;0,;61,32;
14270166;RET SEMI EIXO TRAS CUBO RODA S10 12/...;4,;83,88;RET-6_A.8
14510146;RET SEMI EIXO TULIPA COROLLA ETIOS 1ZZ 7A-FE 4A-FE;5,;92,34;RET-2_A.8
1120222;RET TAMP DE DISTRIBUIÇÃO GM 230 CAMINHÃO ÁLCOOL CA;3,;58,92;RET-3_H.1
1150132;RET TAMP FRONTAL INFERIOR PGT 106 206 306 93 TU5JP;0,;11,74;
1150032;RET TAMP FRONTAL SUP GURGEL BR 800 SUPER MINI;0,;25,31;
1430888;RET TORRE CLARK FORD F350 600 700 750 4000 11000 F;0,;13,72;
115028601;RET TRAS LOGAN SAND KWID SCE B4D FLEX 1.0 12V 3CIL;24,;80,61;RET-2_D.1
115026804;RET TRAS VOLANTE SUZUKI JIMNY 98/03 IGNIS SCROSS M;0,;74,55;
1450276;RET TUL LD SAIDA DIF RENAULT CLIO SANDERO ../2014;9,;67,69;RET-6_F.4
125005008;RET VAL  TOYOTA HILUX 2.7L 16V 2TRFE;0,;11,67;
15171091BN;RET VALVULA COMANDO VARIÁVEL DO ÓLEO POLIA SOLENOI;0,;82,73;
15171091;RET VALVULA OLEO POLIA CAPTUR DUSTER FLUENCE SCEN;2,;74,07;RET-6_A.9
115018601;RET VIR DIANT LOGAN SANDERO KWID 1.0 3 CIL;0,;88,29;RET-3_E.7
1155352;RET VIR DIANT POLIA GM S10 BLAZER MB SPRINTER ROVE;2,;47,60;
11201170;RET VIRABREQUIM DIANTEIRO GM MTR-LE2 LEX TURBO 1.4;2,;149,59;RET-7_B.7
1152163;RET VIRABREQUIM TRASEIRO CHEVROLET TRACKER SUZUKI;0,;52,58;
115023301;RET VOL BMW 118I 120I 520I 318I 320I  320I CABRIO;0,;166,93;
115029602;RET VOL CITROEN C4 LOUGE C5 DS3 DS4 DS5 PGT 308 40;0,;141,94;
119021019;RET VOL CUMMINS FORD F350 F4000 MTR IFS 2.8 16V;0,;260,15;
119021004;RET VOL CUMMINS ISB4;0,;123,18;
1140292;RET VOL FIAT ARGO CRONOS MOBI UNO MTR FIREFLY 1.0;5,;60,68;RET-3_D.3
1140187;RET VOL FIAT DOBLO GRAND SIENA MITSU TRITON 3.5 V6;4,;78,86;RET-3_D.7
1140071;RET VOL FLANGE FIAT MAREA 1.8 16V 2.0 2.4 20V TORO;0,;219,18;RET-1_B.1
1140153;RET VOL FLANGE FIAT PALIO SIENA DOBLO 1.0 1.3 1.4;5,;83,84;RET-1_C.4
1110053;RET VOL FLANGE VW GOL PARATI 1.0 MI 8 16V;2,;327,91;RET-3_B.2
1110081;RET VOL FLANGE VW GOLF BORA AUDI A3 A4 AEH AKL AHL;2,;419,18;RET-3_J.3
1110079;RET VOL FLANGE VW POLO GOLF AUDI A3 AGN AGU AJP AP;1,;342,27;RET-1_C.3
1172115;RET VOL FORD MICRO ONIBUS FB400 F2000 F4000 FTO 46;0,;107,01;
115028002;RET VOL HYUNDAI ACCENT GL GS GSI ELANTRA SCOUPE VE;0,;63,00;
1152231;RET VOL HYUNDAI ACCENT GL GS GSI ELANTRA SCOUPE VE;0,;46,51;
115028004;RET VOL HYUNDAI HYUNDAI AZIRA COUPE SANTA FE SONAT;0,;141,77;
1150273;RET VOL HYUNDAI KIA PICANTO ATOS G4HE G4HG 1.0 12V;4,;90,20;RET-3_A.7
115028008;RET VOL HYUNDAY MOTOR G4NB F4NA MPI 1.8 2.0 16V;2,;149,78;RET-7_B.5
1160244;RET VOL M BENS OM 457 OM 457LA 1160244;0,;118,06;
1151194;RET VOL MITSUB PAJERO 98/ TR4 FIAT COMPAS FREE 2.0;5,;97,41;RET-2_G.7
115025408;RET VOL MITSUBISHI OUTLANDER AIRTREK LANCER 4G63 4;0,;177,33;
1182872;RET VOL MWM X10 X10T X10TCA EURO I II III VOLARE A;0,;173,98;
1156003;RET VOL NISSAN FRONTIER PARTHIFINDER 2.5 16V;0,;0,00;
115026003;RET VOL NISSAN FRONTIER PARTHIFINDER 2.5 16V;3,;73,04;RET-3_A.8
115025013;RET VOL TOYOTA ETIOS MTR 2NR-FE DUAL VVTI 1.3 1.5;6,;59,37;RET-2_F.4
115025607;RET VOL TOYOTA ETIOS MTR 2NR-FE DUAL VVTI 1.3 1.5;0,;83,62;
115025008;RET VOL TOYOTA HILUX SW4 SRV 2009/... 2TR-FE 2.7 1;2,;162,13;RET-5_C.4
115024001;RET VOL TOYOTA IVECO 35S14 3.0 16V 2008/... F30DT;3,;51,77;RET-3_A.5
1151108;RET VOL TRA RENAULT F3R F4R HILUX LN147 152 167 17;5,;91,09;RET-2_E.2
115025415;RET VOL TRASEIRO MITSUBISHI L200 TRITON 2017/... P;6,;149,41;RET-3_A.4
115028302;RET VOL TRAZ CHERY MTR SQR473 1.3 16V L4 FACES S-1;0,;171,52;
119021008;RET VOL VIRA TRAS CUMMINS SERIE ISB4 3.9 5.9 16V;0,;269,34;
1181972;RET VOL VW CAMINHAO 6.80 7.90 GM D10 20 60 70 FORD;0,;299,41;
1111927;RET VOL VW SEDAN BRASILIA KOMBI FUSCA 1.3 1.5 1.6;0,;79,28;
1171972;RET VOLANTE 4236 4248 D20 D40 D60 D70;0,;74,00;
1150225;RET VOLANTE ASIA TOPIC 2.7 KIA BESTA 2.7 MAZDA 3.0;0,;113,02;
1150207;RET VOLANTE ASIA TOPIC 2.7 KIA BONGO MAZDA 3.0 DIE;0,;155,68;
1150208;RET VOLANTE ASIA TOWNER GAS 3 CIL;0,;19,74;
1111135BR;RET VOLANTE AZUL VW BRASILIA KOMBI FUSCA GOL 1.3 1;0,;34,85;
1152118;RET VOLANTE EFFA TOWNER SUZUKI SJ410 JIMNY SAMURAI;0,;70,27;
1142269;RET VOLANTE FIAT 147 1.3 77/... 1.5 1.6 80/...;7,;56,38;RET-3_D.1
1142004;RET VOLANTE FIAT 147 PANORAMA CORCEL CL 80/... OGG;0,;18,35;
1152193;RET VOLANTE FIAT DUCATO MULTIJET JTD IVECO 2.3 16V;6,;157,72;RET-2_F.8
1145075;RET VOLANTE FIAT TEMPRA 2.0 2.2 IE 8V E 16V;9,;83,63;RET-3_C.8
1110057T;RET VOLANTE FLANGE 2 FUROS USA FERRAMENTA VW GOL T;0,;476,70;
1150042;RET VOLANTE FLANGE FIAT DUCATO 2.5 2.8 TURBO;5,;189,64;RET-1_A.4
1140033;RET VOLANTE FLANGE FIAT PALIO SIENA BRAVA 1.6 16V;5,;217,07;RET-1_C.2
1140153VT;RET VOLANTE FLANGE FIAT PALIO SIENA DOBLO 1.0 1.3;0,;54,43;
1140294;RET VOLANTE FLANGE FIAT TORO JEEP COMPASS RENEGADE;3,;245,22;RET-1_B.1
1140149VT;RET VOLANTE FLANGE FIAT UNO SMART PALIO SIENA FIRE;0,;93,98;RET-04
1140149;RET VOLANTE FLANGE FIAT UNO SMART PALIO SIENA FIRE;0,;153,26;
1130292;RET VOLANTE FLANGE FORD ECOSPORT 17/... KA KA+ 18/;7,;279,46;RET-1-E.5
1130273;RET VOLANTE FLANGE FORD ECOSPORT FOCUS FUSION MOND;2,;221,27;RET-3_F.2
1130243;RET VOLANTE FLANGE FORD FIESTA COURIER ZETEC 1.4 1;6,;152,46;RET-1_B.3
1130290BP;RET VOLANTE FLANGE FORD KA KA+ NEW FIESTA ECOBOOST;10,;185,00;RET-1_D.2
1130283;RET VOLANTE FLANGE FORD TRANSIT;3,;204,52;RET-1_D.3
11202161;RET VOLANTE FLANGE GM CAPITIVA MOTOR 10HM 3.6 24V;0,;582,96;
11202164;RET VOLANTE FLANGE GM CRUZ TRACHER F18D4 1.8 16V 2;0,;168,81;RET-3_H.6
11202173BP;RET VOLANTE FLANGE GM ONIX 2G 20/... TRACKER MTR E;2,;192,50;RET-1_F.2
1150309;RET VOLANTE FLANGE GM S10 BLAZER M BENS SPRINTER R;2,;409,73;RET-1_A.3
11102116;RET VOLANTE FLANGE GOLF GSI;0,;213,28;
1160228;RET VOLANTE FLANGE M BENS SPRINTER CDI 2.2 16V MB6;0,;454,87;
1160214;RET VOLANTE FLANGE MERCEDES CLASSE A 140 160 97/..;0,;190,15;
115023501;RET VOLANTE FLANGE MTR MERCEDES A200 A250 B200 CLA;0,;435,59;
115029605;RET VOLANTE FLANGE MTR PEUGEOT CITROEN 208 C3 PURE;1,;370,71;RET-1_C.5
11202164BP;RET VOLANTE FLANGE NYLON BORR GM SONIC 1.6 CRUZE T;5,;147,85;RET-3_H.6
11102105BP;RET VOLANTE FLANGE NYLON BORR MOLA GOL POWER 1.0 8;4,;227,00;RET-1_E.2
11102118BP;RET VOLANTE FLANGE NYLON BORR VW UP FOX VOYAGE GOL;2,;183,44;RET-5_C.6
1130245BP;RET VOLANTE FLANGE PLAS BOR FORD FIESTA KA ZETEC R;6,;200,29;RET-1_D.1
11102117BP;RET VOLANTE FLANGE PLAS BOR VW AMAROK 2.0 4 CIL 16;2,;251,70;RET-1_E.3
1140249;RET VOLANTE FLANGE PLAS FIAT UNO SMART PALIO SIENA;15,;118,67;RET-1_B.2
1150209BP;RET VOLANTE FLANGE PLAS GM S10 BLAZER M BENS SPRIN;1,;258,09;RET-1_A.2
11100103;RET VOLANTE FLANGE REDONDO VW KOMBI 1.4 GOL POWER;2,;223,65;RET-1_C.1
11502180;RET VOLANTE FLANGE RENAULT MASTER III DCI M9T 2 3;3,;214,44;RET-1_A.1
11100105;RET VOLANTE FLANGE TRAZ QUADRADO VW GOL PWR 1.0 8;0,;465,45;RET-1_E.2
11102117;RET VOLANTE FLANGE VW AMAROK 2.0 4 CIL 16V MTR CNF;1,;277,26;RET-1_E.3
11102118;RET VOLANTE FLANGE VW UP FOX MTR 1.0 12 VAL 3 CIL;3,;290,66;RET-1_D.4
1130249;RET VOLANTE FORD FIESTA ESCORT FOCUS MONDEO ZETEC;3,;111,87;RET-3_E.5
1135166;RET VOLANTE FORD FIESTA KA COURIER 1.0 1.3 ENDURA;1,;32,67;RET-3_F.5
1150191;RET VOLANTE FORD MAX FALCON F100 F1000 FAIRLANE 69;0,;113,34;
1130153;RET VOLANTE FORD RANGER EXPLORE V6 12V;0,;140,08;
1130059;RET VOLANTE FORD RANGER SOHC GAS 2.3 2.5 8V;0,;229,31;
1121856;RET VOLANTE GM CHEVETTE MARAJO 1.4 1.6 JUNIOR 1.0;0,;54,96;
1122524;RET VOLANTE GM CORSA GSI 1.0 1.4 1.6 94/... HONDA;19,;51,57;RET-3_G.6
11202170;RET VOLANTE GM CRUZE 16/...TRACKER 17/... MTR LE2;6,;53,92;RET-7_C.1
11202163;RET VOLANTE GM GRAND VITARA TRACKER MTR 121.7 CID;2,;95,31;RET-3_H.4
1122264;RET VOLANTE GM MONZA 82/86;0,;83,13;
1122600;RET VOLANTE GM MONZA KADETT 1.8 2.0;3,;65,63;RET-3_G.1
1180803;RET VOLANTE GM OMEGA 4.1 6 CIL MWM D225 D226 D229;1,;76,98;RET-2_B.2
1122345;RET VOLANTE GM OMEGA A CIH 6CC 3.0 12V;0,;202,16;
1121115;RET VOLANTE GM OPALA DIPLOMATA 4 6CIL OMEGA SILVER;0,;123,60;
1121105;RET VOLANTE GM S10 BLAZER VORTEC GAS 4.3 V6;7,;147,89;RET-3_H.7
1152187;RET VOLANTE HB20 I30 VELOSTER KIA SOUL CERATO 1.6;6,;158,29;RET-2_E.8
1152186;RET VOLANTE HB20 KIA PICANTO 1.0 12V KAPPA V3;4,;95,51;RET-2_C.5
1152112;RET VOLANTE HONDA CIVIC;5,;61,72;RET-2_C.1
115026210;RET VOLANTE HONDA CIVIC CRV 2017/... HRV 2019/...;0,;212,31;
1150000;RET VOLANTE HYUNDAI EXCEL 1.5 8V ACCENT 1.4 16V;0,;83,66;
115025611;RET VOLANTE HYUNDAI EXCEL MTR 1.5 8V ACCENT MTR 1.;0,;93,45;
1150211;RET VOLANTE HYUNDAI H100 L200 L300 TUCSON I30 G4GC;8,;50,66;RET-2_E.7
115025605;RET VOLANTE HYUNDAI HR 13/... KIA SORENTO 02/... B;0,;78,90;
1150177;RET VOLANTE HYUNDAI TUCSON I30 KIA SPORTEGECERATO;3,;50,39;RET-2_G.3
115214001;RET VOLANTE IVECO 3.0 16V 2008/... F30DT - DUCATO;0,;184,79;
115023707;RET VOLANTE LAND ROVER FREELANDER 2 MTR 3.2 B6324S;0,;267,55;
1160230;RET VOLANTE MB SPRINTER CDI LA DIESEL BI TURBO EUR;7,;67,28;RET-4_A.2
1150154;RET VOLANTE MITSUBISHI ECLIPSE PAJERO MONTERO 4M40;6,;130,57;RET-2_B.5
1152196;RET VOLANTE MITSUBISHI MONTERO III PAJERO TD TRITO;6,;261,90;RET-2_J.2
1150158;RET VOLANTE MWM MICRO ONIBUS VOLARE MWM SPRINT 4/6;0,;126,12;
1150260;RET VOLANTE NISSAN SENTRA TIIDA VERSA LIVINA RENAU;7,;53,52;RET-2_D.9
1150298;RET VOLANTE PEUG 205 206 305 306 309 405 806 8/16V;1,;140,02;RET-2_E.5
1150296;RET VOLANTE PEUGEOT 205 305 306 309 405 PARTNER BO;0,;77,87;
1110253BP;RET VOLANTE PLAS BOR MOLA FLANGE VW GOL PARATI MI;2,;117,54;RET-3_B.2
11102103BP;RET VOLANTE PLAS BOR MOLA FLANGE VW KOMBI 1.4 GOL;2,;202,43;RET-1_C.1
1111135;RET VOLANTE PRETO VW BRASILIA KOMBI FUSCA GOL 1.3;3,;24,31;RET-3_J.2
1152114;RET VOLANTE RENAULT 19 EXPRESS MEGANE SCENIC CLIO;1,;87,84;RET-2_D.8
1150272;RET VOLANTE RENAULT CLIO R9 R11 R19 1.3 1.4 1.6;0,;83,52;
1152175;RET VOLANTE RENAULT MASTER TRAFIC 16V G9U 720 724;0,;60,18;
1150202;RET VOLANTE RENAULT TRAFIC;0,;77,20;
1150286;RET VOLANTE RENAULT TWINGO CLIO II KANGOO SANDERO;7,;60,59;RET-2_F.7
1151110;RET VOLANTE SCENIC MEGANE LAGUNA ESPACE F3R 742 76;5,;58,52;RET-2_F.2
1152104;RET VOLANTE SUZUKI G10A G10B G13BA G13K G13BB G13A;0,;100,36;
1152106;RET VOLANTE TOYOTA COROLLA 4AFE 7AFE 1.6 1.8 16V;6,;96,19;RET-2_J.1
1152154;RET VOLANTE TOYOTA COROLLA PRIUS 07/... 2ZR-FE 1.8;21,;41,73;RET-2_G.8
1152146;RET VOLANTE TOYOTA COROLLA VVTI FILDER VVTI RAV4 1;5,;66,13;RET-2_J.6
1150264;RET VOLANTE TOYOTA HILUX TD LANDCRUISER 90TD 3.0 1;12,;97,84;RET-2_E.4
11202166;RET VOLANTE TRASEIRO CTDI LTZ 2.8 4 CILS 16V DIESE;3,;51,11;RET-3_G.2
1111135BRGS;RET VOLANTE VERM VW BRASILIA KOMBI FUSCA GOL 1.3 1;0,;36,77;
1181972BRGS;RET VOLANTE VW CAMINHAO 6.80 7.90 GM D10 20 60 70;0,;299,41;
1111945;RET VOLANTE VW GOL PASSAT FORD CORCEL II PAMPA ESC;0,;33,85;
119021101;RET VOLANTE VW MAN D0834 D0836 CONSTELLATION 17.26;0,;175,88;
1112283;RET VOLANTE VW SANTANA 85 VOYAGE GOL GT PARATI PAS;4,;65,84;RET-3_J.1
1150298VT;RET.TRAS.GIRAB.90 X 110 X 7 PEUGEOT 306 / 405 / 40;0,;68,55;
1431330;RETENTOR CUBO RODA TRASEIRO BRASEIXOS DUPLA;0,;16,58;
3594;RETENTOR DA POLIA ARVORE DE MANIVELA, P/PICK UP RA;2,;71,33;
3595;RETENTOR DO DIFERENCIAL P/ PICK UP RANGER;1,;147,42;
1427395;RETENTOR DO SEMI EIXO TRASEIRO CHEVROLET S10/BLAZE;3,;34,48;RET-2_A.5
145100501;RETENTOR VEDADOR PÓ RODA DIANTEIRA HILUX 88/10 SW4;0,;232,94;
255421;RETROREF TRAS FIAT DUCATO RUBI TODOS;0,;55,20;
255422;RETROREF TRAS FIAT DUCATO RUBI TODOS;0,;32,98;
255022;RETROREF TRAS FIAT PALIO FIRE 03/... WEEK ADV 08/.;0,;31,40;
255121;RETROREF TRAS FIAT PALIO FIRE 03/... WEEK ADV 08/.;0,;69,00;
255122;RETROREF TRAS FIAT PALIO FIRE 03/... WEEKEND ADV 0;0,;31,40;
254422;RETROREF TRAS FIAT SIENA 01/... WEEKEND 08/... LD;0,;37,38;
254522;RETROREF TRAS FIAT SIENA 01/... WEEKEND 08/... LE;0,;37,38;
254622;RETROREF TRAS FIAT STRADA 04/... LD RUBI;0,;18,58;
254721;RETROREF TRAS FIAT STRADA 04/... LE;0,;40,02;
254722;RETROREF TRAS FIAT STRADA 04/... LE RUBI;0,;18,58;
254822;RETROREF TRAS FIAT UNO 2010/... LD RUBI;0,;8,47;
254922;RETROREF TRAS FIAT UNO 2010/... LD RUBI;0,;8,47;
254921;RETROREF TRAS FIAT UNO 2010/... LE RUBI;0,;22,08;
155322;RETROREF TRAS GM MERIVA TODAS LE RUBI;0,;24,14;
400022;RETROREF TRAS PEUGEOT BOXER RUBI TODOS;0,;32,98;
300222;RETROREF TRAS PEUGEOT BOXER RUBI TODOS;0,;32,98;
350022;RETROREF TRAS TOYOTA COROLLA 09/11;0,;44,54;
3597;ROLAMENTO DA ARVORE DE MANIVELAS, P/PICK UP RANGE;1,;156,93;
ZBA407625;ROLAMENTO DIANT GOL ANTIGO BAHB311315;30,;93,90;
401296016;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;9,35;
401296017;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;7,66;
401296018;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY ;0,;7,66;
401296020;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;8,51;
401296023;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;7,66;
401296100;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;7,66;
401296115;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;8,51;
401296120;RPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;8,51;
401217100;RPML WEBER 460 FORD CHT;0,;14,16;
401217150;RPML WEBER 460 FORD CHT 150;0,;14,10;
401218080;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218090;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218105;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218110;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218115;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218120;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218125;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218130;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218135;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218140;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218145;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218150;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218160;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218165;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218170;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218175;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218180;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218185;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218190;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218195;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218200;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218205;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
401218085;RPMP WEBER 190 495 450 M PROG FORD ESCORT VERSAILL;0,;7,51;
4012109;SACADOR CORRETOR AR CARB SOLEX 2E 3E FORD GM VW;0,;345,40;
SACOLA BASTOS;SACOLAS PARA DIVULGACAO EM FEIRAS E EVENTOS;0,;7,00;
GR-015;SAPATA APARA ALINHAMENTO 58 MM PAR;25,;50,00;
GR-013;SAPATA ELEVADOR 120MM SEM ENCAIXE;9,;83,33;
GR-014;SAPATA ELEVADOR ENCAIXE COPO 114MM PAR;82,;42,86;
GR-012;SAPATA ELEVADOR PAR 120MM COM ENCAIXE;17,;71,43;
GR-011;SAPATA ELEVADOR QUADRADA 104MM;21,;83,33;
GR-010;SAPATA PARA ELEVADOR GRANDE 155MM;16,;83,33;
14400100;SELO 10 0 MM VIRABREQUIM FIAT;0,;2,39;
14000105;SELO 10 5 MM MEDIDA ESPECIAL;0,;1,21;
14000110;SELO 11 0 MM MEDIDA ESPECIAL;0,;1,21;
14400120;SELO 12 0 MM CABECOTE PEQUENO FIAT;0,;0,88;
14900125;SELO 12 5 MM BLOCO MOTOR VOLVO;0,;1,37;
14200127;SELO 12 7 MM CABECOTE CHEVETTE GM;0,;2,15;
14100130;SELO 13 0 MM COLETOR PASSAT MODELO NOVO;0,;0,88;
14100140;SELO 14 0 MM COLETOR ADM VW FIAT CARC CAMBIO;0,;3,15;
14900145;SELO 14 5 MM BLOCOMOTOR VOLVO N10 12;0,;1,41;
14200147;SELO 14 7 MM BLOCO MOTOR CAVALETE CHEVETTE NOR 537;0,;1,29;
14200152;SELO 15 2 MM OLEO LUBRIF CHEVETTE;0,;1,71;
14100162;SELO 16 2 MM COLETOR ADM VW;0,;3,01;
14700177;SELO 17 7 MM BLOCO MOTOR PERKINS;0,;2,92;
14200180;SELO 18 0 MM COLETOR ADM VW GM CABECOTE;0,;2,92;
14800182;SELO 18 2 MM BLOCO DO MOTOR MWM;0,;3,16;
14000182;SELO 18 2 MM MEDIDA ESPECIAL;0,;18,86;
10173;SELO 19 0 MM BLOCO MOTOR PASSAT ALEMAO IMPORTADO;0,;1,70;
14100190;SELO 19 0 MM BLOCO MOTOR PASSAT ALEMAO IMPORTADO;0,;2,71;
14800191;SELO 19 1 MM CABECOTE MWM;0,;3,20;
14000193;SELO 19 3 MM MEDIDA ESPECIAL;0,;2,57;
14100201;SELO 20 1 MM COLETOR FIAT PASSAT ESCORT;0,;2,78;
14900211;SELO 21 1 MM BLOCO MOTOR BAIXO SCANIA;0,;4,09;
14300211;SELO 21 1 MM BLOCO MOTOR FORD 6600;0,;4,67;
14700222;SELO 22 2 MM BLOCO MOTOR PERKINS;0,;4,17;
14800225;SELO 22 5 MM BLOCO MOTOR VED D AGUA MWM;0,;5,17;
14000225;SELO 22 5 MM MEDIDA ESPECIAL;0,;19,43;
14000228;SELO 22 8 MM MEDIDA ESPECIAL;0,;4,19;
14100231;SELO 23 1 MM D AGUA CABECOTE;0,;4,30;
14200238;SELO 23 8 MM COLETOR AGUA LINHA GM;0,;4,19;
14200240;SELO 24 0 MM CABECOTE GM ALTO;0,;5,11;
14100243;SELO 24 3 MM CABECOTE VW GM;0,;5,55;
14100250;SELO 25 0 MM VW 85 EM DIANTE;0,;5,55;
14500252;SELO 25 2 MM BLOCO MOTOR BAIXO SCANIA L94 P93 R114;0,;5,55;
14700252;SELO 25 2 MM BLOCO MOTOR PERKINS;0,;6,71;
14700254;SELO 25 4 MM BLOCO MOTOR PERKINS;0,;5,53;
14000254;SELO 25 4 MM MEDIDA ESPECIAL;0,;20,18;
14000258;SELO 25 8 MM MEDIDA ESPECIAL;0,;5,07;
14200263;SELO 26 3 MM COLETOR CHEVETTE MONZA KADETT GM;0,;5,22;
14500271;SELO 27 1 MM BLOCO MOTOR PEUGEOT 1 6 8V 16V;0,;5,11;
14400282;SELO 28 2 MM CABECOTE GRANDE FIAT;0,;2,60;
14400284;SELO 28 4 MM BLOCO MOTOR FIAT DUCATO;0,;7,13;
14400288;SELO 28 8 MM VIRABREQUIM FIAT;0,;5,22;
14000293;SELO 29 3 MM MEDIDA ESPECIAL;0,;6,49;
14200300;SELO 30 0 M CABECOTE CHEVETTE APOS 73 GM;0,;4,32;
14200302;SELO 30 2 MM CABECOTE GM;30,;7,06;SAI_C.8
14900306;SELO 30 6 MM BLOCO MOTOR CUMMINS;0,;7,56;
14400304;SELO 30.4 MM BLOCO MOTOR FIAT 1 6 8V 16V 92;50,;4,97;SEL-1_A.6
14800312;SELO 31 2 MM BLOCO MOTOR D AGUA MWM;0,;8,79;
14000318;SELO 31 8 MM MEDIDA ESPECIAL;0,;7,90;
14700320;SELO 32 0 MM BLOCO MOTOR PERKINS;0,;9,26;
14000333;SELO 33 3 MM MEDIDA ESPECIAL;0,;8,10;
14200340;SELO 34 0 MM BLOCO MOTOR GM IMPORTADO;157,;8,79;SEL-1_D.1
14200344;SELO 34.4 MM BLOCO GM CORSA CELTA CHEVETTE;200,;5,80;SEL-2_C.2
14000350;SELO 35 0 MM SELO ESPECIAL;0,;9,63;
14700353;SELO 35 3 MM BLOCO MOTOR PERKINS;20,;11,39;RET-7_E.1
14100368;SELO 36 8 MM BLOCO MOTOR VW;0,;8,32;
14200362;SELO 36,2 MM BLOCO MOTOR FIAT EVO MONZA 88/..;30,;4,68;RET-7_C.3
14300380;SELO 38 0 MM FORD 66 MAVERICK;0,;16,14;
14700384;SELO 38 4 MM TAMPA LATERAL DO MOTOR PERKINS;0,;14,04;
14300396;SELO 39 6 MM BLOCO MOTOR FORD;0,;10,90;
14400402B;SELO 40 2 MM BLOCO MOTOR BAIXO TEMPRA TIPO;0,;12,49;
14400402;SELO 40 2 MM BLOCO MOTOR TEMPRA TIPO;0,;15,81;
14200405;SELO 40 5 MM BLOCO MOTOR GRANDE CHEVETTE;0,;16,93;
14400407;SELO 40 7 MM BLOCO MOTOR FIAT DUCATO;0,;14,63;
14500410;SELO 41 0 MM BLOCO MOTOR BESTA TOPIC L200;0,;16,37;
14200415;SELO 41 5 MM BLOCO MOTOR OPALA;0,;15,06;
14300416;SELO 41 6 MM BLOCO MOTOR KA FIESTA COURRIER 96 99;0,;15,06;
14000418;SELO 41 8 MM MEDIDA ESPECIAL;0,;14,87;
14000424;SELO 42 4 MM MEDIDA ESPECIAL;0,;15,05;
14700441;SELO 44 1 MM BLOCO MOTOR TRATOR 6600;0,;16,37;
14500444;SELO 44 4 MM BLOCO MOTOR NISSAN;0,;18,78;
14300448;SELO 44 8 MM BLOCO MOTOR AGUA F100 F600;0,;18,94;
14600452;SELO 45 2 MM CABECOTE MERC BENZ 326 331 335;0,;19,87;
14300461;SELO 46 1 MM BLOCO MOTOR FORD 6600;0,;18,94;
14600464;SELO 46 4 MM BLOCO MOTOR SPRINTER 2 8;0,;18,94;
14500400;SELO 46X6MM BLOCO MOTOR DIESEL BESTA BONGO KIA;0,;52,60;
14700470;SELO 47 0 MM BLOCO MOTOR PERKINS;0,;21,25;
14000483;SELO 48 3 MM MEDIDA ESPECIAL;0,;19,55;
14500498;SELO 49 8 MM BLOCO MOTOR KIA;0,;14,17;
